CustomerID,SalesPersonID,SaleDate
1283,30,4/3/2022
1140,24,4/13/2023
808,22,4/7/2023
731,40,6/25/2023
944,32,11/25/2023
1425,26,2/6/2024
31,9,2/24/2023
600,28,7/1/2024
1404,4,10/27/2022
951,9,10/24/2024
46,15,1/23/2024
429,3,4/12/2024
163,10,1/28/2024
705,36,5/4/2024
735,46,2/29/2024
623,46,11/2/2023
1040,12,10/16/2024
983,48,8/7/2024
1202,31,9/2/2022
1092,50,1/10/2024
50,33,3/22/2023
945,44,5/5/2022
272,19,6/11/2023
1169,32,10/6/2023
1375,45,9/26/2023
246,1,9/10/2024
700,36,3/9/2023
1377,16,8/13/2022
746,25,7/2/2023
205,19,7/4/2022
1111,42,5/4/2023
1359,2,12/11/2024
236,49,1/19/2024
223,42,6/16/2024
483,34,8/9/2024
464,9,2/26/2023
1266,10,7/8/2022
509,28,2/24/2023
181,34,7/27/2023
686,14,1/14/2022
1364,41,4/23/2023
1166,20,5/19/2022
939,7,3/15/2024
877,37,12/11/2022
905,15,7/16/2024
1054,47,9/14/2023
988,27,4/11/2023
528,10,3/11/2022
373,22,7/2/2024
262,35,2/27/2022
1131,18,12/3/2024
34,7,3/18/2024
864,5,3/25/2024
1004,41,1/16/2024
548,25,9/5/2024
577,43,11/27/2024
744,49,9/14/2022
1232,33,10/8/2024
222,2,10/14/2022
184,35,8/31/2022
392,43,6/12/2023
1094,20,10/24/2022
454,19,7/31/2024
347,35,9/17/2023
1269,2,5/22/2024
180,17,8/19/2023
1073,36,5/25/2023
240,27,2/24/2022
1436,20,12/21/2023
1074,46,4/5/2023
704,3,11/22/2022
1335,13,1/1/2025
460,19,1/29/2023
256,24,2/25/2023
803,22,10/19/2023
1335,6,3/26/2023
196,39,11/13/2023
574,34,8/25/2022
1201,20,10/12/2022
226,7,2/23/2023
1408,36,2/9/2023
860,23,8/25/2022
1148,18,12/16/2023
150,24,2/25/2022
89,20,5/30/2023
718,7,7/22/2022
1377,9,3/5/2022
1260,42,11/2/2022
434,39,7/8/2023
31,41,1/24/2024
948,30,12/4/2024
1121,10,5/15/2022
124,13,1/7/2024
538,19,5/10/2024
462,2,3/24/2022
1441,3,5/1/2024
1035,14,7/23/2022
1143,1,4/9/2022
1335,11,9/7/2023
1383,21,11/12/2022
937,40,12/26/2022
820,40,12/22/2023
817,11,1/15/2024
938,10,6/8/2022
389,32,2/9/2023
1195,21,7/8/2024
166,44,1/16/2022
20,33,4/10/2023
744,3,1/16/2022
731,49,7/26/2024
629,27,7/28/2023
472,34,10/25/2024
208,42,1/15/2022
294,5,4/17/2022
984,26,11/9/2023
1007,40,7/10/2024
307,25,5/22/2023
214,43,2/21/2024
1310,15,7/21/2023
200,39,6/28/2022
75,33,3/12/2022
1398,20,4/5/2023
1154,28,5/9/2023
494,47,11/19/2023
351,12,8/4/2024
334,22,3/24/2023
636,9,2/2/2023
63,36,1/10/2023
321,44,7/6/2024
501,39,6/3/2022
317,22,10/12/2023
295,7,7/9/2022
910,42,12/19/2022
1175,49,4/22/2023
491,4,5/4/2023
690,19,10/15/2024
820,12,4/1/2022
625,2,1/25/2023
842,26,2/11/2022
1110,6,10/2/2022
930,27,3/25/2023
1248,32,5/29/2024
894,8,8/2/2023
536,43,3/20/2023
714,22,12/7/2024
1207,26,11/4/2024
1496,41,8/30/2022
1034,18,8/12/2024
1362,35,5/4/2024
260,46,7/6/2024
1185,22,10/19/2023
188,13,6/2/2023
1186,11,11/1/2024
924,12,10/19/2023
506,47,11/4/2022
1284,47,4/10/2022
583,32,5/4/2022
310,4,4/24/2024
177,16,1/9/2022
663,39,10/11/2022
599,8,10/7/2023
1432,10,3/21/2022
1411,11,9/20/2024
711,6,1/29/2023
254,40,11/25/2024
916,6,11/24/2024
83,37,11/11/2024
863,16,6/19/2024
61,39,10/4/2024
761,26,7/27/2024
920,43,3/19/2024
56,38,8/30/2023
386,12,1/8/2023
604,32,2/25/2024
1032,40,10/9/2022
731,41,11/9/2023
899,29,3/12/2022
995,42,12/12/2024
1049,18,1/2/2022
824,16,4/7/2024
134,41,3/3/2024
691,4,10/20/2022
1093,20,3/1/2022
210,46,2/24/2023
1382,15,4/22/2022
312,48,7/4/2024
218,18,7/28/2024
258,11,11/18/2022
41,18,7/4/2024
1044,30,9/8/2023
455,43,6/6/2022
1241,35,2/22/2023
917,38,8/21/2024
1376,41,8/11/2024
1384,35,10/21/2022
5,2,4/21/2022
1131,21,10/28/2024
166,48,11/21/2023
225,10,4/18/2024
990,46,6/27/2022
1080,12,10/16/2023
1010,22,6/13/2023
659,35,6/2/2024
164,18,5/24/2022
392,17,8/8/2024
506,36,9/30/2024
752,16,7/12/2022
140,18,3/22/2022
338,31,12/28/2024
38,48,7/19/2023
501,6,2/7/2023
966,7,4/8/2022
1478,25,10/29/2022
590,29,10/14/2022
737,25,7/3/2024
1010,20,3/11/2023
974,30,4/18/2022
1159,31,3/25/2022
1126,30,1/18/2024
1185,6,10/31/2024
48,27,5/19/2024
217,46,9/5/2023
145,42,6/4/2022
318,42,9/25/2024
792,28,9/13/2024
1167,3,8/7/2023
640,27,1/27/2022
612,28,8/14/2022
1382,42,1/16/2022
459,46,9/12/2024
176,48,2/18/2024
742,29,8/8/2023
400,42,2/5/2022
620,50,4/6/2023
509,23,9/4/2022
1118,44,11/10/2023
1265,44,4/20/2023
1472,49,3/9/2023
19,27,4/15/2022
897,42,10/1/2022
1296,28,5/24/2023
524,32,7/22/2024
1065,40,8/24/2023
1146,18,9/3/2023
374,22,6/14/2024
711,41,11/23/2023
1158,22,8/13/2022
826,46,5/26/2023
1119,32,5/21/2022
375,14,11/6/2024
993,40,4/10/2024
8,42,9/12/2023
1057,48,4/15/2024
1127,50,11/30/2024
637,1,2/9/2024
734,48,5/2/2022
430,32,4/7/2023
677,4,3/16/2024
790,1,11/16/2024
1457,8,4/23/2023
144,42,11/13/2022
107,10,1/2/2023
502,38,4/5/2022
252,32,10/26/2023
286,13,6/12/2024
619,47,4/19/2023
1395,48,12/26/2022
1357,6,5/6/2023
992,25,2/16/2024
1063,2,2/17/2023
779,16,4/15/2022
55,48,12/9/2024
86,3,6/4/2022
1416,11,12/6/2022
867,3,7/12/2024
668,29,1/23/2022
632,29,1/8/2023
824,18,6/1/2024
922,10,5/15/2024
138,49,4/4/2024
637,45,2/27/2023
15,50,7/7/2023
560,20,8/23/2024
836,8,11/1/2024
355,26,12/26/2023
1043,42,12/10/2022
128,13,3/12/2023
600,20,3/1/2023
1336,3,8/27/2023
649,14,12/28/2024
919,13,11/16/2022
662,12,3/21/2022
1189,50,11/20/2024
854,29,11/7/2023
596,43,6/7/2023
801,23,2/11/2024
285,20,2/26/2022
449,46,5/14/2022
770,28,2/17/2024
904,32,7/3/2023
935,17,8/31/2024
191,49,10/20/2024
107,5,2/7/2023
1399,34,6/18/2022
872,42,9/17/2024
1437,14,7/18/2023
823,47,2/15/2022
248,16,12/10/2023
803,24,3/27/2023
578,26,11/8/2022
363,3,6/5/2023
676,13,2/13/2022
321,5,11/15/2023
1044,43,7/25/2022
421,47,10/2/2023
1473,2,6/14/2022
370,9,7/19/2022
754,22,10/4/2022
98,21,5/26/2024
14,4,5/10/2022
873,18,11/3/2022
118,37,12/11/2022
1018,42,11/23/2022
1475,11,5/27/2023
725,50,5/8/2023
199,39,11/15/2023
1005,14,7/26/2022
1393,21,11/26/2024
811,38,7/23/2022
1271,42,7/15/2023
1366,27,8/16/2024
302,24,2/27/2022
1342,47,1/2/2024
1061,32,2/28/2023
1058,23,1/10/2022
1123,13,10/4/2024
549,3,12/11/2024
796,6,2/13/2023
1024,7,2/23/2024
1377,15,9/30/2023
1161,20,8/2/2022
1211,39,5/24/2024
366,45,6/14/2022
533,41,3/25/2023
1181,12,11/19/2024
15,30,5/9/2024
379,20,3/8/2023
797,41,11/19/2023
542,31,9/13/2024
1030,13,10/24/2024
1387,43,3/4/2024
1403,34,8/26/2024
40,17,2/21/2024
139,27,1/16/2022
587,6,12/16/2023
950,20,5/2/2022
1234,25,6/12/2024
835,49,2/10/2024
878,49,2/9/2023
1148,8,8/22/2023
1357,5,9/3/2023
1048,5,4/28/2023
389,26,1/8/2024
918,5,5/1/2024
1295,24,8/14/2023
41,34,11/8/2023
283,43,11/27/2022
68,22,4/12/2022
179,44,10/16/2024
733,29,12/1/2023
113,3,6/7/2022
811,42,12/20/2022
152,7,1/11/2023
1039,9,7/3/2022
684,47,10/4/2023
1077,18,3/11/2023
22,49,11/1/2023
136,31,4/11/2024
962,36,8/11/2022
40,13,11/27/2022
618,8,12/19/2024
31,5,9/26/2022
1444,34,1/31/2023
285,33,10/2/2024
1213,13,7/29/2024
1157,36,4/25/2022
504,24,4/16/2024
84,28,4/16/2023
346,21,5/7/2023
1142,41,3/24/2023
1488,9,1/26/2022
805,40,2/13/2022
177,27,1/1/2023
1465,47,10/27/2024
634,4,6/20/2024
832,29,10/31/2023
1421,45,11/10/2024
1113,46,10/29/2024
583,13,7/17/2022
1225,12,5/19/2023
728,22,1/19/2023
1474,37,11/28/2024
1235,49,2/9/2022
838,35,5/21/2024
205,1,4/22/2024
562,47,9/15/2023
1492,32,9/26/2022
958,35,11/5/2023
1404,27,4/1/2023
1330,4,1/25/2022
1033,32,11/23/2024
1464,9,8/14/2023
1024,21,1/13/2023
653,9,3/28/2023
412,47,5/17/2024
379,18,12/15/2024
1032,34,7/24/2023
316,48,11/12/2024
1046,35,5/10/2023
296,18,12/21/2022
434,27,9/16/2022
738,8,5/28/2024
376,10,11/17/2022
1059,7,5/10/2024
931,19,7/27/2022
234,3,2/22/2023
947,46,1/22/2022
137,42,4/3/2022
509,1,9/18/2023
36,13,9/13/2023
152,47,11/27/2023
236,50,9/12/2022
871,6,1/7/2024
1466,40,1/25/2023
1179,27,9/8/2022
958,49,11/26/2024
98,18,2/17/2023
862,16,6/23/2022
930,18,6/4/2024
1172,7,10/29/2022
35,17,12/10/2023
526,30,5/13/2022
373,27,11/8/2022
1196,15,11/14/2022
680,6,6/11/2024
916,7,3/31/2024
1087,46,5/31/2022
103,19,10/4/2023
1420,3,4/13/2023
1011,30,7/8/2022
55,21,1/7/2022
1086,8,8/21/2023
974,15,6/10/2023
159,20,11/6/2024
1145,25,4/25/2022
1482,3,5/20/2023
1470,35,10/31/2023
1018,35,10/16/2024
949,21,2/7/2023
1060,26,1/20/2022
165,40,12/4/2023
416,6,12/14/2023
813,20,12/2/2022
1336,16,4/9/2024
1218,24,8/17/2024
383,48,6/4/2023
723,48,2/17/2023
71,50,11/3/2022
124,36,9/5/2022
529,39,5/16/2022
1380,18,4/5/2023
326,20,5/8/2022
479,34,5/29/2023
252,40,11/5/2024
1212,9,6/13/2022
642,3,2/28/2023
1462,47,8/5/2023
520,39,12/17/2023
260,40,12/18/2024
340,34,9/25/2023
1014,35,2/3/2023
13,46,12/10/2022
1396,31,11/27/2023
107,49,10/29/2024
809,14,6/18/2023
915,22,3/5/2024
93,50,10/11/2024
135,49,1/13/2024
1479,25,2/17/2022
870,11,2/28/2023
457,35,6/4/2023
1211,23,3/30/2022
1288,48,6/3/2024
347,47,7/9/2022
478,15,11/12/2024
1461,34,9/15/2023
310,33,4/25/2024
71,50,6/14/2022
1237,9,11/11/2022
1287,47,6/19/2023
587,27,11/22/2022
438,5,1/26/2024
656,24,8/18/2024
1053,33,1/2/2024
191,14,5/30/2023
765,16,10/15/2024
246,31,3/5/2024
1339,6,8/19/2024
973,14,8/12/2024
1406,2,10/26/2022
450,13,1/29/2024
192,47,12/7/2024
373,43,10/15/2022
658,38,6/14/2024
536,13,2/12/2023
474,25,1/31/2023
926,32,2/10/2024
834,9,11/27/2024
634,1,3/14/2023
1228,27,5/11/2024
585,17,12/12/2024
1430,18,5/19/2022
1382,36,8/16/2024
972,16,7/25/2023
173,28,11/4/2023
682,37,7/10/2024
842,39,9/4/2022
923,42,12/4/2023
170,14,8/10/2022
59,17,10/21/2024
1079,45,10/14/2022
390,39,4/19/2022
448,2,1/26/2024
1120,26,2/27/2022
480,40,4/3/2023
865,30,6/11/2024
346,21,8/6/2024
860,39,2/11/2023
1297,36,10/6/2024
215,15,10/17/2023
783,16,7/25/2023
1383,48,2/20/2024
1285,46,10/4/2024
345,5,8/29/2024
101,36,6/29/2023
352,3,9/19/2023
1311,40,10/31/2023
427,10,8/9/2024
963,13,7/27/2024
715,45,4/18/2023
673,5,9/30/2022
1082,16,8/27/2022
953,35,7/25/2024
1010,37,3/18/2022
561,6,3/8/2022
793,18,12/2/2023
797,15,2/25/2024
306,6,2/18/2022
922,29,7/26/2024
797,9,2/19/2023
793,17,4/6/2023
1040,24,4/27/2023
729,49,7/12/2023
578,21,5/6/2024
709,3,8/29/2024
914,42,5/28/2023
461,1,5/22/2023
200,26,10/2/2022
1309,8,10/25/2022
158,20,7/25/2024
384,26,8/23/2023
7,27,5/29/2023
322,10,6/17/2023
1193,8,11/27/2024
1042,39,4/8/2022
775,4,11/12/2024
670,19,1/21/2022
918,45,9/9/2023
440,26,12/31/2024
1422,35,3/10/2023
90,40,2/13/2022
52,20,3/18/2023
1166,20,7/26/2023
1457,44,8/1/2022
568,7,5/3/2024
1464,19,10/7/2024
570,19,5/25/2024
998,38,1/17/2023
240,13,12/16/2024
1308,48,8/14/2024
1465,41,6/13/2023
861,32,12/21/2022
1297,39,3/31/2024
1111,17,1/18/2024
598,9,9/25/2023
255,41,11/21/2022
836,15,8/21/2023
1259,36,3/14/2022
1018,50,5/29/2022
1037,14,12/21/2024
1295,5,1/19/2023
430,46,4/17/2022
248,38,8/20/2022
134,11,8/3/2024
309,24,8/10/2023
744,10,6/15/2024
1135,42,8/25/2023
602,15,9/10/2024
82,48,3/10/2023
922,41,3/16/2023
170,37,5/22/2024
1218,21,9/18/2024
1202,27,4/7/2024
349,19,11/7/2023
793,24,12/20/2024
623,49,5/4/2022
1252,37,5/16/2022
1138,19,12/23/2023
555,7,3/25/2024
576,23,10/7/2024
1175,35,10/22/2024
820,25,1/28/2023
130,12,3/13/2024
318,4,8/2/2023
1115,49,2/18/2022
1158,41,1/11/2023
181,35,6/17/2023
874,43,2/3/2022
635,9,5/1/2022
521,22,12/5/2023
1406,14,6/23/2024
210,42,5/19/2024
2,32,5/4/2022
291,25,10/27/2022
82,49,3/12/2022
1434,39,11/15/2022
993,46,4/8/2022
191,29,10/31/2023
233,21,6/6/2023
511,33,4/26/2023
1276,5,12/18/2024
318,28,1/19/2022
1150,18,1/16/2022
1100,13,10/3/2022
821,41,1/4/2024
645,12,5/18/2024
1342,38,1/30/2024
971,45,7/10/2024
630,15,5/20/2024
197,44,1/11/2022
776,10,4/11/2023
1064,33,1/18/2022
1122,8,5/10/2023
1306,37,3/9/2022
523,31,8/26/2024
892,8,7/25/2023
321,44,7/26/2023
843,12,5/30/2022
724,21,5/15/2023
1440,18,10/25/2022
834,3,2/6/2022
166,27,6/7/2024
262,41,2/28/2022
1261,28,10/12/2024
1353,37,12/1/2023
764,38,9/20/2024
213,28,5/21/2022
371,18,8/31/2022
1500,23,6/25/2024
1217,13,11/28/2024
1295,25,12/3/2022
1075,11,7/18/2022
328,42,8/28/2024
529,38,11/25/2024
101,7,5/10/2022
1023,39,1/29/2024
134,44,6/12/2024
963,29,7/3/2024
535,41,8/13/2024
1321,1,7/16/2022
1473,10,12/29/2023
1490,41,5/4/2023
1350,30,3/27/2024
80,2,6/9/2022
1004,12,10/23/2024
766,12,12/22/2024
854,10,3/6/2023
16,11,6/16/2022
1168,11,5/13/2022
1359,33,10/26/2023
1258,34,11/16/2024
1346,32,4/19/2024
224,40,7/8/2024
621,35,6/17/2024
1172,50,3/11/2024
493,18,7/4/2023
1342,19,6/20/2022
1326,7,8/24/2024
1494,23,1/24/2023
44,38,10/31/2023
148,44,9/2/2024
405,48,3/29/2023
491,22,4/8/2023
308,26,6/1/2024
737,25,11/6/2022
564,37,12/11/2024
171,48,11/1/2022
1230,28,4/6/2022
1070,34,3/24/2022
736,6,6/19/2023
859,42,7/7/2022
1136,19,6/3/2022
1122,34,6/21/2024
246,9,11/16/2022
15,17,4/27/2022
601,27,8/5/2022
679,48,12/8/2024
1443,46,1/22/2022
609,23,12/16/2022
1059,18,12/2/2024
480,45,2/23/2023
1368,20,1/11/2023
1452,20,1/18/2022
1425,19,12/9/2022
137,8,9/14/2023
1048,13,11/26/2022
1254,36,12/29/2023
415,27,3/18/2023
1056,39,10/6/2022
1055,42,7/26/2023
839,22,7/22/2022
145,29,11/7/2023
251,32,4/29/2023
239,37,9/2/2024
194,25,4/11/2023
1240,17,2/8/2024
394,44,7/10/2024
1006,36,11/7/2022
220,7,2/3/2023
58,16,7/7/2022
387,36,7/30/2023
71,44,7/16/2022
1208,13,6/23/2022
1090,1,3/15/2024
426,40,4/25/2024
1479,19,3/18/2022
1309,48,11/11/2023
1213,36,5/1/2023
988,11,3/11/2023
20,38,7/1/2022
309,45,6/27/2024
887,10,11/28/2023
332,38,6/10/2023
842,35,5/29/2022
1003,11,11/30/2022
1260,16,3/8/2023
1215,1,9/9/2022
1098,18,10/13/2024
372,22,3/13/2023
1312,42,12/16/2024
1029,42,1/8/2023
1111,16,9/18/2023
798,38,10/6/2022
472,10,2/23/2023
726,25,12/19/2023
1079,27,5/30/2023
1323,24,9/27/2022
447,31,6/13/2024
