ModelID,CarName,VIN,PurchasePrice,ListPrice
106,2019 Toyota 4Runner Hybrid,UF1D6109Z95ZSQLIM,40666.7,46271.89
75,2015 Toyota RAV4 Sport,V7KJ5E2TDYK9NFFAD,43968.47,45642.29
38,2021 Chevrolet Impala XL,M4ZV1APITV99CBBB4,29165.96,35962.41
35,2022 Chevrolet Traverse SE,US82NG6M28L4V6YL1,26246.58,29975.26
179,2020 Ford Maverick SE,MI8FXRE5JG8HBDQ5M,39194.87,49175.66
77,2022 Toyota RAV4 SE,OR43QL9S3623ZL3BI,35446.28,40961.73
118,2022 Toyota Sequoia Hybrid,MZ04BC1FJDXK6M5VF,15572.14,22744.38
94,2015 Toyota Highlander Hybrid,JN6GXAE145D8EG1LT,21471.87,25540.61
114,2018 Toyota Sienna Limited,5YA1HMWFGH70BJWFE,37285.91,45650.43
170,2019 Ford Bronco XL,2TBOOP3L7A1S5OVWQ,39951.56,46320.4
88,2022 Toyota Tundra Hybrid,W302BP4VJ543O8ZO1,44922.97,52014.11
134,2024 Ford Explorer XL,DU3DM44SV0YFOXGPN,41322.32,44625.52
168,2021 Ford Fusion Limited,U5TDLNQZI2OVAG8SA,27208.47,29815.82
136,2020 Ford Explorer Hybrid,24IMVGGDPHP89TULR,17591.55,24838.19
75,2021 Toyota RAV4 Sport,EWPNSGNPUURBD8WCD,24987.14,32404.57
113,2018 Toyota Sienna SE,DVVXC1JNOK31ZS6QC,21586.03,24272.74
69,2017 Toyota Camry Sport,9BA8AW9QG1LZXL3TH,16586.61,24625.15
10,2024 Chevrolet Malibu Hybrid,BNF0GA1UDS2EMHB9Q,18225.1,22438.42
161,2016 Ford Expedition SE,9E6DHEK0QL84Z6ETO,38346.84,46984.13
177,2024 Ford Maverick Sport,TXQLV5XB4ATNPTSEI,43873.57,47851.03
155,2021 Ford Ranger SE,J9D3NQ59NJJBKHE0H,23121.31,31516.03
154,2024 Ford Ranger Hybrid,FARQPXGNKNQPQIKFY,20821.23,30212.04
9,2023 Chevrolet Malibu Sport,VNC9Q819OZXJSJD19,44401.72,47785.01
125,2017 Ford F-150 SE,WKBNPDMRBZQYNJDRN,27793.3,31029.28
7,2021 Chevrolet Malibu,77RHR4D2F3ZEDY92W,31352.2,35056.95
47,2018 Chevrolet Blazer SE,09K5Q484W0CX8V57Y,37682.15,43499.82
24,2022 Chevrolet Camaro Limited,3OAZTBIPZN0IMP6O1,15083.31,15646.86
24,2015 Chevrolet Camaro Limited,NCXHDY6T7JRJ91QBJ,32780.31,36859.36
99,2018 Toyota Prius Sport,1UDR7BTLNTYW62CVI,30906.73,33780.51
106,2016 Toyota 4Runner Hybrid,C27H02LUQQ2H0ND22,20263.27,21180.78
50,2022 Chevrolet Trailblazer XL,QDXFVUOAQ9EQ9CTN3,22636.71,27268.3
79,2018 Toyota Tacoma,DT89JMDYWYT6YK7BE,29776.98,30855.6
65,2016 Toyota Corolla SE,MY5Y2XDVXVEP9M9NH,23155.93,30035.43
73,2021 Toyota RAV4,VN26BZJXJIEZEO5WJ,43208.17,52935.96
16,2017 Chevrolet Equinox Hybrid,FWN4N1UGB4KKT2JRB,15585.3,22632.06
2,2024 Chevrolet Silverado XL,8EI4PG1PWFEGSCEOJ,33388.76,42589.45
1,2015 Chevrolet Silverado,V3NC26A51JYZYGUA1,39083.73,41452.12
160,2021 Ford Expedition Hybrid,5AY7U5EXJ4ZUB3T16,41977.29,42883.24
132,2020 Ford Escape Limited,WYCYVTAN9AUNIKZET,27379.45,30672.2
169,2021 Ford Bronco,7S3LYJU8YMNR4HFWO,26305.23,28857.11
170,2017 Ford Bronco XL,ZQ8Q6A4J7CCTCGJ0R,38109.37,40029.96
38,2023 Chevrolet Impala XL,AU5EWEBAM4NA1U791,38021.86,42638.88
103,2023 Toyota 4Runner,WEF83W2ITPV1P9RQD,37449.89,43985.57
105,2019 Toyota 4Runner Sport,5586T8EMX83GL1N7R,26254.49,32882.62
141,2023 Ford Mustang Sport,RQP6YG3RNQHS4C3WK,34979.96,37652.57
155,2023 Ford Ranger SE,KK6XNL0ZB41WL1JRO,22409.88,28112.17
24,2023 Chevrolet Camaro Limited,QK454QZS8HKB531M2,16754.98,18018.56
23,2023 Chevrolet Camaro SE,F6ALVWFEYMJOND12V,19760.11,22475.34
152,2021 Ford Ranger XL,RCFW8X1YLWRGJ8CYG,24596.08,34433.82
134,2018 Ford Explorer XL,XV216VNPHVHQWU18T,37195.27,45156.74
48,2017 Chevrolet Blazer Limited,SCYDNABU9X3CFOIHG,32603.28,33467.27
173,2020 Ford Bronco SE,KJYUYU2ZOCPD3VZG2,22436.88,31195.47
71,2015 Toyota Camry SE,S5PDPXQ8ZSLTKK9VO,17271.6,27261.76
170,2024 Ford Bronco XL,CARKMEFMCKTQJXECV,27504.18,32735.02
82,2024 Toyota Tacoma Hybrid,PURRN4OO4GN3H9VD8,34019.38,35785.46
3,2022 Chevrolet Silverado Sport,4UJ14H11F4SZP7FAX,36913.07,40244.63
10,2016 Chevrolet Malibu Hybrid,M1AA49UXQO30K9HDG,44650.86,46970.47
131,2017 Ford Escape SE,QZJKPKNTA12EWK20T,20081.68,22205.14
51,2017 Chevrolet Trailblazer Sport,DB6JIA4AGCBDF99C2,38902.59,41742.45
154,2018 Ford Ranger Hybrid,BKED2E3H83GEDZ0OM,34685.93,35213.48
33,2019 Chevrolet Traverse Sport,HERSWHN2A2C75G8K3,39643.79,42457.46
150,2019 Ford Edge Limited,O2NR3UCCWQNWKADT7,25031.33,31581.59
1,2021 Chevrolet Silverado,KWHDM69FG132X10A7,42291.14,47130.34
19,2021 Chevrolet Camaro,75UZCSNRNFKI4ZRCY,26319.83,33985.11
169,2024 Ford Bronco,DKDTFRUZGXJV4DKQY,24400.8,29646.05
147,2021 Ford Edge Sport,QFB69IG0QZN5XCRPT,38389.66,43000.79
38,2023 Chevrolet Impala XL,62ERZTIGYZFAVMFHC,15525.53,25244.46
105,2017 Toyota 4Runner Sport,C27SWKG1YNUVWIYJH,21115.13,21910.95
70,2018 Toyota Camry Hybrid,3M1D2XZUY2H1Z5K9B,25829.79,32877.65
58,2020 Chevrolet Suburban Hybrid,T6PB4KK5XE7OKZ6R6,19236.82,27116.37
10,2016 Chevrolet Malibu Hybrid,QJSO7XV5T5ZOVUP7V,17960.15,22898.11
63,2018 Toyota Corolla Sport,8SLPJC4NSMFKUFS9H,23224.57,29754.08
173,2024 Ford Bronco SE,PWLZOR8QEJAGMJFHJ,18451.41,20420.3
159,2016 Ford Expedition Sport,XKSOEVS2H4ESVT0G7,32066.12,38467.04
37,2021 Chevrolet Impala,YBAAYDKIWSOQSVS91,25547.89,31849.05
63,2022 Toyota Corolla Sport,OV645DGEP2MB78UB7,28434.25,33868.08
120,2023 Toyota Sequoia Limited,NDY8RV57WU4VJYPU9,20564.52,29021.42
90,2015 Toyota Tundra Limited,SFWO9CNZLDQ9GU0BN,35613.97,44297.28
140,2017 Ford Mustang XL,HKDJ88GLRWC7BZLEZ,32542.21,41866.97
148,2020 Ford Edge Hybrid,918AGLC01HKLNQSZ9,24343.66,29690.15
26,2021 Chevrolet Tahoe XL,EDBUXXZS0V03C6B2K,17303.4,19775.5
126,2020 Ford F-150 Limited,OPG9KI2B615M4ZVCY,25627.05,33983.18
116,2018 Toyota Sequoia XL,ESOW9W3OXTDRYQP1P,43293.33,45636.77
113,2018 Toyota Sienna SE,R2UXVIRKG9TZLCEOY,41286.91,44654.28
62,2016 Toyota Corolla XL,JITU3HZS5MCKDDPDE,29420.87,30803.51
131,2024 Ford Escape SE,TQWQMH7NW1AZURW0K,30588.19,38335.79
83,2024 Toyota Tacoma SE,2PFA5BTDGENXR0WXK,22320.5,23322.12
133,2016 Ford Explorer,5X9V7PRPCUB3ZLYZW,25401.19,28633.58
178,2018 Ford Maverick Hybrid,85C4WTTR63G6DK80F,38326.25,44188.65
160,2024 Ford Expedition Hybrid,52L8IIGT5G62SCGF7,36593.49,43082.08
2,2018 Chevrolet Silverado XL,584QCRHV5SE7UVY7R,26801.45,32075.79
101,2023 Toyota Prius SE,QYRFJGCH45DFJIV86,17383.93,19017.01
79,2019 Toyota Tacoma,THEOYAOA84556TID4,16541.31,18922.24
78,2018 Toyota RAV4 Limited,VFEY8WP4L8OYH2M1B,42782.1,47355.38
125,2021 Ford F-150 SE,KVVI31FMDWEO7X6M6,28657.37,31392.86
101,2018 Toyota Prius SE,7FLJG88ZO3PWO2A08,15104.02,21963.27
143,2018 Ford Mustang SE,LP3UM3K1WEQCWTAG2,21110.38,22437.77
73,2023 Toyota RAV4,2230O7IZJD5YBVROK,27588.45,29981.45
37,2021 Chevrolet Impala,NT3WVFGLR8A5CLFID,35645.09,37202.43
72,2022 Toyota Camry Limited,DPVTD8FPCUE0QZCVV,32812.02,34561.4
136,2021 Ford Explorer Hybrid,5E2TDJZ901JR31TL6,15182.61,20668.86
132,2021 Ford Escape Limited,TD69592YPUEKGCFIK,33710.32,35772.68
63,2019 Toyota Corolla Sport,399KOM6TX6SKPUE2R,35818.6,37932.87
66,2018 Toyota Corolla Limited,RY56MTMMZ6SHQVVP6,31598.88,34722.69
45,2024 Chevrolet Blazer Sport,0JBUZ7DJAB1AADEA6,33043.44,35159.17
88,2016 Toyota Tundra Hybrid,B89SVF12ZPZF76UMO,25599.3,28655.61
52,2021 Chevrolet Trailblazer Hybrid,SB421ANX3IUX2HYJJ,44880.04,47953.76
151,2018 Ford Ranger,FYNS8FDYC6HDVS8E9,37759.69,44700.06
33,2017 Chevrolet Traverse Sport,2SCNH3EU73A7PXI75,16778.88,25931.67
141,2023 Ford Mustang Sport,11VRJTCTALRWZ5TD7,19543.89,20996.14
122,2018 Ford F-150 XL,8C8MU94ZQ9UDX85CW,37451.23,47148.1
59,2020 Chevrolet Suburban SE,Z0VRI1XQUX36YSPBJ,44565.7,53103.85
67,2020 Toyota Camry,7P1XRHQHZ8DYM36O1,31030.94,33873.13
180,2021 Ford Maverick Limited,R8AZEZH2S9873FLYY,26358.73,33111.76
10,2022 Chevrolet Malibu Hybrid,R01WQKFHI3NWC4AQD,43744.13,48615.84
145,2020 Ford Edge,LNNWLS4CL0RGY1504,26786.63,33143.01
60,2023 Chevrolet Suburban Limited,KZO0LC30OUVL1HEH3,15072.94,17601.13
6,2018 Chevrolet Silverado Limited,VXJ1H8O1S2P795NK0,21785.41,25280.96
61,2022 Toyota Corolla,JUGR539EYW71M4KRM,40130.87,45082.95
47,2019 Chevrolet Blazer SE,SCXH6O62JIGFO2371,37904.18,45689.6
56,2023 Chevrolet Suburban XL,GQPIAFB5N0U9Z0B37,24503.3,25469.94
34,2020 Chevrolet Traverse Hybrid,EMMPR2W23W6GVX5DT,40381.65,45854.21
53,2017 Chevrolet Trailblazer SE,545LK2H0M7ONZYNQQ,23455.8,29934.2
90,2024 Toyota Tundra Limited,W4AXAY8ER0Q3D1D4C,39118.71,40599.98
90,2021 Toyota Tundra Limited,FHZK4ITVLOD24FOXO,16438.51,17344.84
161,2017 Ford Expedition SE,0A2Z3Q80GORY0IXLQ,16442.66,23842.61
96,2017 Toyota Highlander Limited,PQ7Z1T4ZS5BG8S1VO,20242.59,26175.12
170,2023 Ford Bronco XL,QYBOLDU34JPZ5MY26,21192.27,21819.02
25,2020 Chevrolet Tahoe,IWUPNU5T0POSDNSBG,28784.15,37798.56
146,2018 Ford Edge XL,BMW1DAA1OJONNP9FC,24641.04,26083.5
36,2023 Chevrolet Traverse Limited,UJRWCLMFHXNQVKIWK,26800.91,31288.67
78,2018 Toyota RAV4 Limited,49JSG1DW41OPOLUZ9,28762.65,30633.44
13,2017 Chevrolet Equinox,S4QMJAXTE3WZZ64XT,38981.99,42389.1
156,2017 Ford Ranger Limited,WQA1KPM0YL2BAP1FF,17859.1,24428.96
48,2021 Chevrolet Blazer Limited,NGRXJGXYSTU6U8WNP,33114.76,36973.36
53,2021 Chevrolet Trailblazer SE,6ZAH0VM5Y59JK504K,27555.01,33822.67
108,2022 Toyota 4Runner Limited,DUC0HF5DSYI95YAHS,28606.41,34547.68
60,2024 Chevrolet Suburban Limited,DNVGCE3DRTMB36Z8C,41119.7,42204.07
64,2017 Toyota Corolla Hybrid,YQGV3O2MPWTX8IPLT,33390.65,41304.38
156,2021 Ford Ranger Limited,YCKAEZMS4RL2YCPIX,21919.96,26592.16
105,2016 Toyota 4Runner Sport,8J8W72BVQ9DGUJ90M,22508.99,30856.44
70,2015 Toyota Camry Hybrid,Z0Z787A8X25XF5YPG,35939.09,40980.1
83,2018 Toyota Tacoma SE,L3F0H4OL6LC05052Y,18427.48,26787.03
116,2018 Toyota Sequoia XL,2ZUE18CZGA24UX06I,31919.19,41592.18
142,2022 Ford Mustang Hybrid,WDUOTS2H0IX1XOWZY,17472.66,26819.3
104,2016 Toyota 4Runner XL,OHPN6VLFBAWX66N3P,31357.33,31881.94
47,2017 Chevrolet Blazer SE,RN0R08OG9QH93IJLS,29554.15,37909.69
7,2016 Chevrolet Malibu,4B0CU3L9OKW3G3NA3,44845.62,53460.29
142,2024 Ford Mustang Hybrid,SXTQLPJ1GE5SMK9XB,39480.86,49475.15
133,2024 Ford Explorer,BEZGQAIJMAIXFRRKB,43800.6,53331.71
151,2021 Ford Ranger,Q2OXHOIF7G6HD7YNW,34046.8,41944.64
95,2023 Toyota Highlander SE,SAW8S42NO6ZRMS8Y8,22620.84,26903.89
176,2017 Ford Maverick XL,UWIA2D5UXXUBGVPYJ,43772.41,47090.94
108,2020 Toyota 4Runner Limited,8XFPKXOVQNFFRPURK,43092.34,52717.14
126,2016 Ford F-150 Limited,YNHW24DDGO5AFATP5,39878.03,46357.85
57,2024 Chevrolet Suburban Sport,0BZY4D93Q2RN0QKBM,20066.58,28286.77
76,2021 Toyota RAV4 Hybrid,FNEWT1FDELG7XH98P,35498.82,42958.05
2,2015 Chevrolet Silverado XL,HH2X6MQQU5TCCMVHR,30981.13,40659.26
25,2016 Chevrolet Tahoe,VUUSGYBPOPPTWF5OY,23691.34,30607.99
69,2020 Toyota Camry Sport,J9RD0O1FD0Z0T4ZQD,36281.63,38721.02
166,2020 Ford Fusion Hybrid,FEWIQCV3EDB4AA4J5,15644.3,17852.9
98,2020 Toyota Prius XL,8T20Q0ZOCATO9QUWP,17585.89,22931.6
101,2021 Toyota Prius SE,YZCJUVKLJHLPSJGMN,34090.19,35573.27
159,2022 Ford Expedition Sport,6P2RSL5RFUTAO39PU,28034.72,35145.14
167,2016 Ford Fusion SE,MQ1EIK3N9W1MBKHOR,22807.6,25881.39
67,2015 Toyota Camry,7OV08P8U2MH5B06UG,25374.17,26200.29
4,2023 Chevrolet Silverado Hybrid,NJI3YBKZHJFCGEYPD,37698.78,38361.3
37,2020 Chevrolet Impala,C4S492XP30F9W7I54,32012.65,34164.22
125,2020 Ford F-150 SE,DM2SDDK1HGZY32R1D,29386.29,36911.1
2,2017 Chevrolet Silverado XL,8ED3EL976G1SLIKMT,24387.29,28150.82
144,2024 Ford Mustang Limited,8HA4OSFYO3NLK0T97,25638.05,31002.86
165,2021 Ford Fusion Sport,H1LCU46J2YVCS7X7P,35998.08,45057.97
173,2018 Ford Bronco SE,FAPM91X9XEZAE9K27,15026.02,20829.48
128,2020 Ford Escape XL,0DEB3XY9CZJVI8W0G,37762.35,47333.92
172,2017 Ford Bronco Hybrid,YKDPSHKMIG4MGOHW5,20025.23,25396.04
174,2023 Ford Bronco Limited,88L71NU6WX41588TC,20248.46,28306.3
20,2020 Chevrolet Camaro XL,EFG6IXE29QHA1PJSI,40252.23,45657.1
24,2021 Chevrolet Camaro Limited,V5WCK628R8QXLBKN9,15807.83,24426.19
145,2018 Ford Edge,QSMVV90XW9M2QW8NI,20637.97,30629.58
172,2020 Ford Bronco Hybrid,24OHRGCXROE7WQYL3,44303.22,48059.69
157,2024 Ford Expedition,V3ZTJ6I9O4XAEVZHN,38834.57,41960.15
114,2020 Toyota Sienna Limited,G31HBTC87M0RJCX2P,25623.08,26380.81
70,2015 Toyota Camry Hybrid,5O53O7MRSKN9KVIZD,43494.62,44136.36
80,2016 Toyota Tacoma XL,VQTJJHQY4TUAH5LQL,28506.33,35060.26
136,2020 Ford Explorer Hybrid,XJUWV299Q867M4BN0,23961.02,30717.35
48,2019 Chevrolet Blazer Limited,W1EALEBR30B3FTRCE,39446.58,45735.38
33,2018 Chevrolet Traverse Sport,HQ2Z964YJ2A0Q0RZ6,37989.98,44905.15
179,2017 Ford Maverick SE,8F5GD2A34XWZ83Z5H,36634.7,39403.16
40,2019 Chevrolet Impala Hybrid,N8WHTR9B77KFMJ3JF,16449.33,25062.23
168,2022 Ford Fusion Limited,5Q4HTDLZY95O55C0H,16946.28,21398.27
29,2018 Chevrolet Tahoe SE,SVQZJDKRMWUCWFDBE,29498.96,31876.9
49,2024 Chevrolet Trailblazer,E0X150KZ9X63Q9L45,18443.06,25347.47
124,2016 Ford F-150 Hybrid,0IKSVCMLXG2FL8WQA,40570.68,41119.52
24,2023 Chevrolet Camaro Limited,BUGEI6JCSUJ3PUG6K,44810.4,50792.26
6,2023 Chevrolet Silverado Limited,AQHDMCL9FUQ8IWTDP,44275.58,49661.01
179,2018 Ford Maverick SE,SLLAH8BI451454NP6,16762.78,25589.67
39,2023 Chevrolet Impala Sport,IGVS3UBWQ24JGJB0D,43644.49,46384.31
116,2016 Toyota Sequoia XL,5OENKPGAVR8KIHI5H,43047.81,49724.91
169,2016 Ford Bronco,4SFICXNPF1Q3TH3EA,36548.03,40620.01
56,2020 Chevrolet Suburban XL,9AF9O41BQ12ILGNAW,24844.61,27575.35
37,2015 Chevrolet Impala,4ADBB7WMEH6FSN3N5,22219.72,31378.5
136,2016 Ford Explorer Hybrid,MC74NFE6GM98KSB9V,33906.77,41166.08
27,2016 Chevrolet Tahoe Sport,6H9HX0XE56KNCR9P0,25567.95,35218.9
142,2021 Ford Mustang Hybrid,3I468AOM10JMZUV5S,34030.57,43391.4
120,2022 Toyota Sequoia Limited,GFX1IMD4TPTZF28M1,17207.78,26272.69
7,2021 Chevrolet Malibu,BGWTLITTXNOLVK471,21719.7,27605.68
60,2019 Chevrolet Suburban Limited,8OAEOM3S6EN300FOL,33412.9,34336.6
60,2023 Chevrolet Suburban Limited,JVH34OTXBWN4RWE48,25227.27,34687.16
12,2017 Chevrolet Malibu Limited,O6FHER894MDWV17NR,37094.05,44182.87
17,2019 Chevrolet Equinox SE,G3QE4W52UHXUY4SZ9,32250.16,36637.61
142,2018 Ford Mustang Hybrid,RQQ4GD0ZUIXZJTUHK,32813.28,38762.72
85,2019 Toyota Tundra,WLT0U0IP4AG8R5XAQ,32722.66,41812.39
3,2020 Chevrolet Silverado Sport,2Q4PCP7H23RH3JUGT,43153.31,52696.72
48,2017 Chevrolet Blazer Limited,NHKR8220QQI9EK87B,44130.47,44653.62
53,2019 Chevrolet Trailblazer SE,IQYUOYRKZLKOW939D,41925.72,47591.08
152,2019 Ford Ranger XL,NEI0F9KLFDLT9N46R,15357.92,16512.69
11,2015 Chevrolet Malibu SE,RSDSNDIQDUFTC684I,23091.42,25962.58
114,2018 Toyota Sienna Limited,64N8VK7FOHDXQ1L4I,32912.56,33456.21
127,2019 Ford Escape,NGWWGYWYY4PMBAX9R,35356.97,36080.81
78,2015 Toyota RAV4 Limited,IYQ04L1C6FCCZZQ99,36691.33,45591.79
177,2022 Ford Maverick Sport,1R08N1BP6OB2SQE9F,17832.12,27413.48
122,2018 Ford F-150 XL,K36JQWVYPE697O2EF,31659.34,32793.8
96,2016 Toyota Highlander Limited,J9IR34U1W5OILET1R,29896.34,30824.5
146,2024 Ford Edge XL,2D23VLFPQJDC1XJYY,15339.27,17747.84
137,2020 Ford Explorer SE,MO6O3AB3IGKCKDQUO,25452.61,34315.98
56,2015 Chevrolet Suburban XL,7BA1L8TLD79T6HXAB,29828.24,35834.78
142,2017 Ford Mustang Hybrid,129KBIKE2UWYMA2MX,28973.28,38577
174,2022 Ford Bronco Limited,AFKW79ITIX1CRO1DK,28384.45,36766.75
32,2018 Chevrolet Traverse XL,SW59MRPT8RSMTYEZ9,32199.28,33202.94
7,2015 Chevrolet Malibu,5D2HR8NN1GPAZODBX,40000.69,43157.22
102,2018 Toyota Prius Limited,O83LK8AI5IMM9CYKT,25978.54,29711.12
108,2024 Toyota 4Runner Limited,ORWG1U3FT6UOHHR8A,30175.1,34044.81
17,2016 Chevrolet Equinox SE,G1275B7PJHKJFYO4O,41289.31,43319.07
139,2019 Ford Mustang,AGWLFM877ZLIE40HZ,26553.49,33839.27
88,2021 Toyota Tundra Hybrid,LNZT9YYSXODTJR6FR,38842.73,44403.18
95,2015 Toyota Highlander SE,ONV8PEHVN846UNY0J,21407.99,29694.86
1,2019 Chevrolet Silverado,IU6GDFOS7HEXY2CAY,43479.9,48088.23
136,2016 Ford Explorer Hybrid,4JM9DU79KJ6KURXZF,33176.34,42026.9
7,2016 Chevrolet Malibu,XP840FRPDUT2KHCP4,26208.02,34134.43
93,2023 Toyota Highlander Sport,XKH5DK1HZW0KG93Z2,33954.37,41663.75
62,2022 Toyota Corolla XL,VU92DFVXFSKYVNRT6,28083.9,30972.17
27,2023 Chevrolet Tahoe Sport,Q33J9KYN22LZSR2Q9,29713.68,37305.36
126,2016 Ford F-150 Limited,96L7G77Y25I4WFHFL,17249.88,26379.15
35,2023 Chevrolet Traverse SE,1FPKOI0UHEC6U7XQF,44696.36,46992.06
18,2023 Chevrolet Equinox Limited,0D2EB3DRNSPN6935W,28319.91,36570.38
14,2018 Chevrolet Equinox XL,ZHAWOT0FTZPX25DUP,21860.08,28241.84
18,2018 Chevrolet Equinox Limited,EILUG9ULNXH7QOG0M,33817.91,39178.95
108,2015 Toyota 4Runner Limited,SSGAY7CHSKKP1C7P1,31653.66,39320.57
88,2022 Toyota Tundra Hybrid,HKID67GBYKQMSC9ID,29164.47,34721.12
135,2019 Ford Explorer Sport,YTOWSWNGMHCU2ZD45,38497.18,47566.82
3,2023 Chevrolet Silverado Sport,137MR2WHXKIGPMEJN,36926.14,40528.77
84,2016 Toyota Tacoma Limited,XNG94TWEG4FABZWFT,19528.54,26208.5
21,2022 Chevrolet Camaro Sport,I3KQ4TJPBZ79UKGF5,21614.32,28180.95
17,2024 Chevrolet Equinox SE,VNT1S8X564SBBEJ0O,37325.37,41978.52
77,2019 Toyota RAV4 SE,ZBDQMHY68S00NGLTW,17153.1,21308.79
101,2023 Toyota Prius SE,4GKJRE3YG6J742XIO,39256.11,45282.99
170,2023 Ford Bronco XL,98SGTTBV8HGIGXR6D,42320.35,44988.09
85,2024 Toyota Tundra,MOS6PPI56XYH7623A,27035.56,34922.69
59,2015 Chevrolet Suburban SE,K6YQ24MT6LPS1D3OQ,33238.21,39014.31
92,2017 Toyota Highlander XL,ZS4GJU3TFHUOXZQ1W,38940.39,39524
84,2016 Toyota Tacoma Limited,S4KRHYT9ZJ85HY7NC,42419.89,45336.15
73,2018 Toyota RAV4,09RBLX0APYPSXO64O,42437.19,49724.69
93,2022 Toyota Highlander Sport,YUCFPU47SCIW31SI1,26848.78,34670.5
6,2016 Chevrolet Silverado Limited,AIGF2LGTOUZHR423A,41200.81,44292.03
44,2016 Chevrolet Blazer XL,6W6ONBFH1PEK35SF6,20383.65,22733.41
178,2015 Ford Maverick Hybrid,0VRKXOQX1ZLWS2HFD,42648.04,50472.11
16,2016 Chevrolet Equinox Hybrid,63CY5IEZ84XIV69FL,19902.76,24751.29
32,2020 Chevrolet Traverse XL,MG7457NISTB1UT6R1,19271.46,27423.57
13,2015 Chevrolet Equinox,A4WG40EB3047JVH4G,34541.95,37677.06
160,2021 Ford Expedition Hybrid,G9CMHR0192SXA1AYR,29171.91,29905.66
93,2020 Toyota Highlander Sport,SZPVQOF0X9GOYB4IM,36155.43,38814.81
111,2023 Toyota Sienna Sport,N510YM6Y7U96L6G9Z,19894.9,22355.54
107,2019 Toyota 4Runner SE,BPJGPA80G8OWUM1ND,30616.66,32141.11
106,2021 Toyota 4Runner Hybrid,GYKA1OBFXOJQL6AQ7,20303.02,29225.22
45,2019 Chevrolet Blazer Sport,Y209ZLE3G3YXQCMN9,40754.04,44412.21
68,2023 Toyota Camry XL,E7ZTG9876R8R2QPM1,31291.49,36963.8
147,2020 Ford Edge Sport,DH2HAH30YQYID5W64,30335.67,32123.08
153,2015 Ford Ranger Sport,LKD8QQDHGRGRPZZMG,35363.97,38233.19
81,2018 Toyota Tacoma Sport,JZKAE4B5K162CTFM8,37375.31,38909.12
174,2019 Ford Bronco Limited,QX4F640RDJ8FPJUFM,32842.61,39850.25
58,2023 Chevrolet Suburban Hybrid,B041K0J3E2HKBBLV5,35398.48,41759.45
37,2022 Chevrolet Impala,JCGVTBIHJN9NZ724X,27795.52,29111.46
66,2016 Toyota Corolla Limited,FPKBDWI596T48463I,38877.65,48418.24
24,2023 Chevrolet Camaro Limited,W9LZHF02KR9I5TQEB,23384.92,33071.82
103,2021 Toyota 4Runner,ZAHLZ6470GILK64J3,20608.66,21842.67
144,2015 Ford Mustang Limited,M7JDTBEES4USX25D7,25330.54,26755.5
172,2016 Ford Bronco Hybrid,44ZWEZZ08VVHHDT2X,17829.34,23897.58
109,2023 Toyota Sienna,2J14HAHAGWAJDUZJL,35106.35,39497.84
2,2020 Chevrolet Silverado XL,LY2N6061QWJB41M1R,34352.59,36689.4
61,2024 Toyota Corolla,DQTI4RXTCLGFOL7YE,22648.51,25813.13
14,2018 Chevrolet Equinox XL,11N4BRIE0D01B8DJZ,36811.87,44142.72
38,2019 Chevrolet Impala XL,ZRJGL3BRYVI9XZ70C,40127.7,41582.06
18,2016 Chevrolet Equinox Limited,VVWDYBK3NT1Y0S65I,19550.95,24695.65
29,2018 Chevrolet Tahoe SE,F9JJFKGDF250TX0VA,25433.78,29121.43
12,2022 Chevrolet Malibu Limited,ODQY2MYKC2J781UAG,35987.55,43869.05
155,2021 Ford Ranger SE,JKTX8RNTEFK8LR3KU,37415.67,38584.05
140,2017 Ford Mustang XL,B7CNCVA60JQ3BZZ7B,42280.26,43989.63
99,2023 Toyota Prius Sport,95ZK1A8AI5CWD52FL,37596.77,45909.17
35,2021 Chevrolet Traverse SE,P9YBEBQ4OKUXMJ05D,38816.26,42393.09
88,2019 Toyota Tundra Hybrid,QQM0YM2X713R417UC,21258.13,25053.8
161,2019 Ford Expedition SE,IHYYRDV6SCPMO9GVG,30974.85,31859.2
25,2020 Chevrolet Tahoe,OCWNHXLQAXI6F6QPG,42001.37,45163.12
64,2021 Toyota Corolla Hybrid,8FREBAAPN1YFD95E6,19636.45,21871.05
62,2022 Toyota Corolla XL,J33T7MKOQJH6T9XNC,28875,30898
141,2018 Ford Mustang Sport,I9GD0BF0YW1ICRI0U,41922.65,49985.67
38,2020 Chevrolet Impala XL,AACHCYKU2C1Z4ZTUO,33440.25,41232.12
150,2020 Ford Edge Limited,ZUXSKFCZH76N93RUO,21749.99,27119.08
87,2024 Toyota Tundra Sport,TCERFN23YJS8JZIU5,28130.19,28712.27
133,2024 Ford Explorer,MZ1S5WR3G1OC4FMV3,29519.46,36620.74
141,2015 Ford Mustang Sport,417KKACEBFQ5MAGWQ,21058.42,29957.99
31,2021 Chevrolet Traverse,FNQIQYDBGYQ5IF90Q,18620.99,26251.78
140,2021 Ford Mustang XL,XDAGWGG60ZCUYUKA7,21645.48,30596.34
156,2018 Ford Ranger Limited,TTL1UCR96ZF18BMVV,22991.78,24663.86
57,2017 Chevrolet Suburban Sport,VBEQDF39PMU1BE7F6,16720.59,17685.34
131,2020 Ford Escape SE,F28DC6ZGV29RZ9G3A,26649.21,31732.24
111,2018 Toyota Sienna Sport,9SOOQRTK9A8FUZLEO,29179.88,31931.41
