SalesID,CarID,SellPrice
378,1600,33973.37
754,1900,19046.75
90,1327,45062.63
282,2274,40716.09
151,485,42631.43
665,726,26063.47
513,1811,42985.03
682,1547,47241.71
476,431,28096.86
59,2025,32210.34
660,1980,24883.85
71,2070,40915.4
142,1588,32333.84
124,2464,33893.51
642,650,42526.39
773,628,23986.18
8,1759,31095.05
289,1148,44236.29
742,2278,31807.57
124,296,30118.56
494,1972,38975.27
468,1579,28024.4
164,147,28433.17
382,1911,51628.81
248,1512,23156.66
720,111,23894.3
539,1325,41896.26
757,141,37798.68
294,1985,39054.45
620,136,49020.02
112,175,25457.73
597,884,47283.7
293,1377,18438.88
172,781,37164.62
622,1213,18771.03
237,1421,35322.75
257,1555,42750.15
126,1211,27628.71
213,761,48946.83
567,44,17143.83
654,1214,37652.86
403,395,23717.18
321,552,29738.82
218,1505,37883.93
384,1434,33834.57
314,1658,24898.82
533,1027,31465.57
766,942,30197.8
255,1518,34344.26
325,571,24361.02
624,2371,17661.38
787,324,36612.9
